age,income,total_deductions,old_tax,new_tax
48,615271,121185,0.0,13263.550000000001
43,583139,153186,0.0,11656.95
46,600456,202582,0.0,12522.800000000001
46,606795,249002,0.0,12839.75
48,801941,100455,10074.300000000001,25194.1
45,812241,125916,9316.25,26224.1
46,803707,147939,7788.400000000001,25370.7
46,799865,195603,5213.1,24986.5
45,804055,249394,2733.05,25405.5
44,991018,100000,40703.600000000006,44101.8
45,991548,123758,36058.0,44154.8
47,984567,146424,30128.600000000002,43456.7
46,1016227,202346,25276.2,46622.7
44,983529,246875,11832.7,43352.9
43,1478420,100000,151026.0,125684.0
46,1480044,120695,145304.7,126008.8
46,1475437,154959,133643.4,125087.4
49,1485957,202243,122614.2,127191.4
48,1520155,253645,117453.0,134031.0
44,2003794,100000,308638.19999999995,276138.19999999995
44,1985275,122292,296394.9,270582.5
47,1979351,146339,287403.6,268805.3
48,2018394,204506,281666.4,280518.19999999995
45,1995774,254359,259924.5,273732.19999999995
45,221638,104912,0.0,0.0
44,202189,125170,0.0,0.0
50,177374,145257,0.0,0.0
50,206035,200503,0.0,0.0
44,200603,252172,0.0,0.0
45,415344,100000,0.0,3267.2000000000003
44,378394,120181,0.0,1419.7
50,411328,151940,0.0,3066.4
47,379638,198981,0.0,1481.9
44,422464,252172,0.0,3623.2000000000003
49,588680,101325,0.0,11934.0
49,596139,125883,0.0,12306.95
50,599468,152946,0.0,12473.400000000001
49,618029,202772,0.0,13401.45
46,607088,253731,0.0,12854.400000000001
45,780812,100350,9023.1,23081.2
44,778769,126992,7588.85,22876.9
49,807560,154657,7645.150000000001,25756.0
49,779524,204985,3726.9500000000003,22952.4
50,789766,246528,2161.9,23976.6
45,1016952,104645,44961.4,46695.2
45,1002589,128507,37316.4,45258.9
44,975700,151611,27317.800000000003,42570.0
49,1007977,197407,24614.0,45797.7
48,989761,250211,11977.5,43976.100000000006
50,1500112,100899,157263.9,130022.4
48,1478484,125767,143315.1,125696.8
48,1510282,151082,145260.0,132056.4
48,1483429,196557,123561.6,126685.8
48,1514590,245620,118191.0,132918.0
48,2018501,101720,312534.3,280550.3
45,2009160,121484,303802.8,277748.0
45,1980789,153287,285750.6,269236.7
50,1985963,197735,273968.4,270788.9
48,2018145,250515,267789.0,280443.5
45,204423,100000,0.0,0.0
51,180444,129916,0.0,0.0
46,186496,153544,0.0,0.0
48,222782,202344,0.0,0.0
50,214097,246617,0.0,0.0
45,397742,100000,0.0,2387.1
46,383163,129829,0.0,1658.15
45,386453,152702,0.0,1822.65
50,414096,204485,0.0,3204.8
49,383748,252385,0.0,1687.4
48,604959,100124,241.75,12747.95
45,597123,127480,0.0,12356.150000000001
47,581829,152579,0.0,11591.45
48,575407,199423,0.0,11270.35
49,595101,253151,0.0,12255.050000000001
46,790136,103726,9320.5,24013.6
48,809812,125710,9205.1,25981.2
48,810025,152290,7886.75,26002.5
45,819115,204069,5752.3,26911.5
46,816933,248132,3440.05,26693.3
46,993454,100000,41190.8,44345.4
49,1013236,122453,40656.600000000006,46323.600000000006
51,1002922,149349,33214.600000000006,45292.2
47,982353,196832,19604.2,43235.3
48,1012838,248427,15382.2,46283.8
47,1485350,104263,151826.1,127070.0
50,1496659,121252,150122.1,129331.8
48,1511818,154068,144825.0,132363.6
48,1503692,201767,128077.5,130738.4
50,1507621,247165,115636.8,131524.2
50,1980605,102483,300936.6,269181.5
50,2014317,128568,303224.69999999995,279295.1
45,2019499,153836,297198.9,280849.69999999995
45,1992313,195818,276448.5,272693.9
45,2013696,253666,265509.0,279108.8
51,178154,104090,0.0,0.0
50,193729,128713,0.0,0.0
51,188702,152849,0.0,0.0
49,207801,196675,0.0,0.0
47,185366,254736,0.0,0.0
52,398709,104606,0.0,2435.4500000000003
48,407659,129117,0.0,2882.9500000000003
51,420597,152873,0.0,3529.8500000000004
50,400764,198779,0.0,2538.2000000000003
49,382080,247217,0.0,1604.0
51,606703,103634,153.45000000000002,12835.150000000001
51,599671,122138,0.0,12483.550000000001
52,606416,149425,0.0,12820.800000000001
46,605220,203425,0.0,12761.0
52,595209,251992,0.0,12260.45
51,819006,102278,10836.400000000001,26900.6
46,812028,123267,9438.050000000001,26202.8
49,797505,145268,7611.85,24750.5
51,803644,197490,5307.700000000001,25364.4
47,810486,250285,3010.05,26048.6
49,988227,102712,39603.0,43822.7
52,975641,129680,31692.2,42564.100000000006
48,984563,154247,28563.2,43456.3
49,1005513,204459,22710.800000000003,45551.3
48,983454,252171,11564.150000000001,43345.4
49,1482153,100000,152145.9,126430.6
52,1515223,128718,153451.5,133044.6
48,1480216,149841,136612.5,126043.20000000001
50,1486528,204826,122010.6,127305.6
47,1524518,248445,120321.9,134903.6
49,2006602,103262,308502.0,276980.6
47,1992362,123059,298290.9,272708.6
47,1993006,150179,290348.1,272901.8
46,2011848,202938,280173.0,278554.4
47,1982592,246527,258319.5,269777.6
50,175289,104330,0.0,0.0
49,211218,128510,0.0,0.0
49,202604,145640,0.0,0.0
49,179720,204854,0.0,0.0
48,213865,250503,0.0,0.0
50,413641,101228,0.0,3182.05
47,397856,122448,0.0,2392.8
49,419815,153401,0.0,3490.75
51,416201,197954,0.0,3310.05
51,388816,254341,0.0,1940.8000000000002
51,587017,100000,0.0,11850.85
47,585868,126581,0.0,11793.400000000001
51,585766,151053,0.0,11788.300000000001
49,576274,198179,0.0,11313.7
50,615898,248836,0.0,13294.900000000001
48,777916,100000,8895.800000000001,22791.6
49,819410,126095,9665.75,26941.0
52,812339,154873,7873.3,26233.9
48,797897,196417,5074.0,24789.7
50,785193,250043,1757.5,23519.3
48,1000283,100590,42438.600000000006,45028.3
50,987319,124922,34979.4,43731.9
53,1015957,151597,35372.0,46595.7
47,1008928,199600,24365.6,45892.8
47,1013475,245458,16103.4,46347.5
49,1524102,100000,164730.6,134820.4
53,1524348,125182,157249.8,134869.6
53,1512918,153699,145265.7,132583.6
48,1477719,204770,119384.7,125543.8
49,1482792,251852,108688.0,126558.4
49,2018553,103624,311978.69999999995,280565.9
49,2015816,128643,303651.9,279744.8
53,2018048,148053,298498.5,280414.4
52,2000641,203831,276543.0,275192.3
51,1994801,253340,259938.3,273440.3
54,206985,104997,0.0,0.0
51,179827,123808,0.0,0.0
49,217526,151962,0.0,0.0
53,213284,200459,0.0,0.0
50,176639,254174,0.0,0.0
52,417545,100000,0.0,3377.25
50,390771,120246,0.0,2038.5500000000002
53,414723,145910,0.0,3236.15
53,420507,201683,0.0,3525.3500000000004
48,382334,252222,0.0,1616.7
50,618286,100000,914.3000000000001,13414.300000000001
53,623118,120252,143.3,13655.900000000001
51,594937,150744,0.0,12246.85
53,616993,201071,0.0,13349.650000000001
50,622963,251916,0.0,13648.150000000001
51,794691,100000,9734.550000000001,24469.1
54,791628,123166,8423.1,24162.8
54,807034,149678,7867.8,25703.4
52,785336,202624,4135.6,23533.6
49,793129,251029,2105.0,24312.9
51,999237,101035,42140.4,44923.7
52,1004599,123458,38728.2,45459.9
48,976540,148333,28141.4,42654.0
49,1020678,199993,26637.0,47067.8
49,995764,250062,12285.1,44576.4
52,1511515,100000,160954.5,132303.0
48,1520062,121442,157086.0,134012.4
54,1514061,151585,146242.8,132812.2
48,1505315,196221,130228.2,131063.0
51,1521360,249697,118998.9,134272.0
48,1978955,100885,300921.0,268686.5
53,1997820,120805,300604.5,274346.0
54,2002084,145313,294531.3,275625.19999999995
48,2009301,196127,281452.19999999995,277790.3
49,1988394,248384,259503.0,271518.19999999995
55,200967,104979,0.0,0.0
52,214148,124343,0.0,0.0
50,212739,147125,0.0,0.0
49,190042,204457,0.0,0.0
53,189174,254474,0.0,0.0
54,398378,100000,0.0,2418.9
52,401224,128505,0.0,2561.2000000000003
50,389058,147001,0.0,1952.9
53,401965,196002,0.0,2598.25
53,412423,248262,0.0,3121.15
52,589417,100952,0.0,11970.85
52,600892,128009,0.0,12544.6
53,622512,145146,0.0,13625.6
51,595439,197781,0.0,12271.95
53,581809,252104,0.0,11590.45
54,780397,103779,8830.9,23039.7
55,801645,120311,9066.7,25164.5
54,809167,146521,8132.3,25916.7
52,812204,198249,5697.75,26220.4
49,781973,246220,1787.65,23197.3
52,978083,102799,37556.8,42808.3
52,1022906,127923,41496.600000000006,47290.600000000006
51,1000005,153487,31803.600000000002,45000.5
52,1011077,198656,24984.2,46107.7
55,983132,245665,11873.35,43313.2
52,1485643,102997,152293.8,127128.6
51,1489194,126330,146359.2,127838.8
49,1510494,147236,146477.4,132098.8
50,1495301,203443,125057.4,129060.20000000001
51,1517797,249863,117880.2,133559.4
52,2015474,103868,310981.8,279642.19999999995
49,1999452,125077,299812.5,274835.6
51,2004716,153548,292850.4,276414.8
49,1979543,195667,272662.8,268862.9
52,1985571,249895,258202.8,270671.3
53,223293,100000,0.0,0.0
52,205284,128356,0.0,0.0
53,187519,151250,0.0,0.0
56,199193,199858,0.0,0.0
56,219131,253201,0.0,0.0
56,395454,101208,0.0,2272.7000000000003
53,397228,122794,0.0,2361.4
52,409124,150822,0.0,2956.2000000000003
54,412072,202155,0.0,3103.6000000000004
52,378987,253346,0.0,1449.3500000000001
54,604781,103605,58.800000000000004,12739.050000000001
53,582226,128934,0.0,11611.300000000001
53,590803,149323,0.0,12040.150000000001
52,623479,197660,0.0,13673.95
55,607239,248712,0.0,12861.95
51,780325,100000,9016.25,23032.5
55,823211,125613,9879.900000000001,27321.1
54,786490,146230,7013.0,23649.0
55,799252,199716,4976.8,24925.2
53,775018,251222,1189.8,22501.8
53,997111,100000,41922.2,44711.100000000006
56,1019902,125913,41297.8,46990.2
50,1003263,149023,33348.0,45326.3
54,1002346,200767,22815.800000000003,45234.600000000006
50,997329,251879,12272.5,44732.9
54,1510448,102582,159859.8,132089.6
55,1511166,125156,153303.0,132233.2
55,1523189,146327,150558.6,134637.8
52,1490412,197904,125252.4,128082.4
54,1505221,254865,112606.8,131044.20000000001
55,1976876,100000,300562.8,268062.8
50,1995218,126051,298250.1,273565.4
55,1986397,145917,289644.0,270919.1
51,1980637,201167,271341.0,269191.1
51,2006237,250905,264099.6,276871.1
56,199006,104114,0.0,0.0
55,194529,126852,0.0,0.0
53,196298,145900,0.0,0.0
52,217403,196763,0.0,0.0
55,203036,252920,0.0,0.0
56,377672,100000,0.0,1383.6000000000001
52,401117,125190,0.0,2555.8500000000004
52,384071,154520,0.0,1703.5500000000002
51,409110,197833,0.0,2955.5
54,410679,252196,0.0,3033.9500000000003
53,615896,100000,794.8000000000001,13294.800000000001
54,604132,129188,0.0,12706.6
55,619806,154554,0.0,13490.300000000001
57,576264,200332,0.0,11313.2
55,584567,246533,0.0,11728.35
53,802482,100000,10124.1,25248.2
52,801739,120805,9046.7,25173.9
53,804803,149955,7742.400000000001,25480.3
53,800678,202955,4886.150000000001,25067.8
54,821688,250768,3546.0,27168.8
55,993231,100000,41146.2,44323.100000000006
57,981405,122884,34204.2,43140.5
56,981534,151387,28529.4,43153.4
54,1009192,203986,23541.2,45919.2
54,1015380,249194,15737.2,46538.0
53,1491119,101864,154276.5,128223.8
57,1512099,123667,154029.6,132419.8
51,1485522,151844,137603.4,127104.4
52,1491819,201322,124649.1,128363.8
53,1494828,247711,111923.40000000001,128965.6
57,1995777,103590,305156.1,273733.1
54,2000928,129339,298976.69999999995,275278.4
57,1997180,151403,291233.1,274154.0
54,1988195,200255,273882.0,271458.5
52,2013397,248552,266953.5,279019.1
58,194611,102695,0.0,0.0
56,202841,129287,0.0,0.0
57,177539,147788,0.0,0.0
54,209338,201632,0.0,0.0
57,202276,245387,0.0,0.0
56,405515,100000,0.0,2775.75
56,423774,123503,0.0,3688.7000000000003
53,376991,149061,0.0,1349.5500000000002
55,396687,197987,0.0,2334.35
56,424804,248488,0.0,3740.2000000000003
55,582252,100000,0.0,11612.6
56,624560,121230,166.5,13728.0
53,612847,149189,0.0,13142.35
55,588612,197887,0.0,11930.6
58,575409,246127,0.0,11270.45
53,777476,100000,8873.800000000001,22747.6
53,800027,129213,8540.7,25002.7
56,796227,147015,7460.6,24622.7
52,792839,198114,4736.25,24283.9
55,781767,249229,1626.9,23176.7
58,977052,100000,37910.4,42705.2
55,1007442,128414,38305.600000000006,45744.2
54,982881,150633,28949.600000000002,43288.100000000006
53,992996,201047,20889.800000000003,44299.600000000006
57,999054,251115,12396.95,44905.4
57,1509584,102383,159660.3,131916.8
53,1488836,124456,146814.0,127767.20000000001
54,1477719,147602,136535.1,125543.8
55,1491650,201371,124583.7,128330.0
52,1510330,253948,114414.6,132066.0
52,1978479,104855,299587.19999999995,268543.7
52,2001631,121299,301599.6,275489.3
57,2005454,146393,295218.3,276636.19999999995
52,1987446,203315,272739.3,271233.8
53,2000312,252594,261815.4,275093.6
59,191403,100000,0.0,0.0
59,206725,126162,0.0,0.0
58,214789,153239,0.0,0.0
56,177873,201477,0.0,0.0
58,183004,252902,0.0,0.0
59,378246,102303,0.0,1412.3000000000002
57,387460,122582,0.0,1873.0
55,417767,146201,0.0,3388.3500000000004
54,375384,203577,0.0,1269.2
57,423709,254598,0.0,3685.4500000000003
56,583337,100000,0.0,11666.85
53,577753,126009,0.0,11387.650000000001
59,600732,150956,0.0,12536.6
56,614811,202018,0.0,13240.550000000001
55,586481,250708,0.0,11824.050000000001
54,804342,104158,10009.2,25434.2
57,823841,126539,9865.1,27384.1
54,822044,152907,8456.85,27204.4
58,803665,198559,5255.3,25366.5
53,798131,254340,2189.55,24813.1
54,991162,100041,40724.2,44116.2
57,1005586,122508,39115.600000000006,45558.600000000006
58,991857,154751,29921.2,44185.7
57,1007584,199218,24173.2,45758.4
53,1013963,246118,16069.0,46396.3
54,1523514,103495,163505.7,134702.8
54,1495494,123160,149200.2,129098.8
54,1521883,150113,149031.0,134376.6
53,1494049,201737,125193.6,128809.8
58,1509808,246665,116442.9,131961.6
53,2017898,100000,312869.4,280369.4
56,2021475,125084,306417.3,281442.5
55,1988660,151924,288520.8,271598.0
55,2015622,200587,282010.5,279686.6
59,2020875,249664,268863.3,281262.5
54,198756,100000,0.0,0.0
60,183496,125297,0.0,0.0
60,177265,152397,0.0,0.0
59,188326,198553,0.0,0.0
55,204465,246735,0.0,0.0
55,419216,103011,0.0,3460.8
58,407977,125677,0.0,2898.8500000000004
60,414783,149252,0.0,3239.15
57,375312,202847,0.0,1265.6000000000001
58,393727,246998,0.0,2186.35
60,613747,100000,0.0,13187.35
56,594164,122853,0.0,12208.2
58,579224,149305,0.0,11461.2
59,604537,195439,0.0,12726.85
60,586992,252074,0.0,11849.6
58,790790,100000,9539.5,24079.0
56,776519,126988,7476.55,22651.9
60,815582,153000,5629.1,26558.2
55,813874,197061,5840.650000000001,26387.4
58,801922,252965,2447.85,25192.2
57,998368,100000,42173.600000000006,44836.8
54,1023006,129508,41199.600000000006,47300.600000000006
57,1008134,153139,33499.0,45813.4
55,1022667,196242,27785.0,47266.7
58,1018126,252113,15702.6,46812.600000000006
59,1516447,104468,161093.7,133289.4
54,1486127,125762,145609.5,127225.4
57,1509808,150794,145204.2,131961.6
55,1511008,198924,131125.2,132201.6
56,1509545,245619,116677.8,131909.0
55,1986655,100000,303496.5,270996.5
55,1989088,123218,297261.0,271726.4
58,2017503,150870,297489.9,280250.9
58,2005366,200319,279014.1,276609.8
55,1996537,246523,262504.19999999995,273961.1
59,205872,102926,0.0,0.0
55,216845,123027,0.0,0.0
56,190901,149371,0.0,0.0
56,223797,202955,0.0,0.0
57,183870,248435,0.0,0.0
60,400623,104124,0.0,2531.15
59,386457,129921,0.0,1822.8500000000001
59,386809,148166,0.0,1840.45
61,412761,201045,0.0,3138.05
60,397792,250397,0.0,2389.6
55,620751,104512,811.95,13537.550000000001
57,580902,127757,0.0,11545.1
60,610190,153146,0.0,13009.5
60,617663,204671,0.0,13383.150000000001
61,577472,251562,0.0,11373.6
57,792361,100000,9618.050000000001,24236.1
60,792353,120432,6096.05,24235.3
59,823860,152504,8567.800000000001,27386.0
58,798619,200241,4918.900000000001,24861.9
58,803395,249421,2698.7000000000003,25339.5
59,993518,104920,40219.600000000006,44351.8
57,977923,122226,33639.4,42792.3
57,999183,154185,31499.600000000002,44918.3
57,1012686,200744,24888.4,46268.600000000006
55,1002903,248018,13477.0,45290.3
58,1502184,100000,158155.2,130436.8
59,1485728,127717,144903.3,127145.6
55,1487792,147704,139526.4,127558.4
59,1503063,202993,127521.0,130612.6
58,1524095,251111,119395.2,134819.0
57,2021466,100000,313939.8,281439.8
57,2001857,122632,301267.5,275557.1
61,2013994,145827,282950.1,279198.19999999995
58,2015799,202059,281622.0,279739.69999999995
59,2000386,248469,263075.1,275115.8
59,218291,100000,0.0,0.0
59,221298,120007,0.0,0.0
58,181792,151974,0.0,0.0
60,210675,195902,0.0,0.0
56,194195,254571,0.0,0.0
58,389174,104032,0.0,1958.7
62,396289,125730,0.0,2314.4500000000003
60,392833,154447,0.0,2141.65
62,423983,201879,0.0,3699.15
60,378714,246852,0.0,1435.7
57,585008,100000,0.0,11750.400000000001
59,575092,126600,0.0,11254.6
62,602346,153662,0.0,12617.300000000001
57,607359,200978,0.0,12867.95
60,593047,254240,0.0,12152.35
62,794408,100000,7220.400000000001,24440.8
59,790130,124922,8260.4,24013.0
60,786356,151894,4223.1,23635.6
57,784893,204833,4003.0,23489.3
58,777077,248046,1451.5500000000002,22707.7
61,977830,100000,28066.0,42783.0
62,1021439,129903,30807.2,47143.9
61,983007,148709,19359.6,43300.7
59,1016891,202414,25395.4,46689.100000000006
59,993821,253526,12014.75,44382.100000000006
60,1504326,100000,143797.8,130865.20000000001
61,1491515,129406,131132.7,128303.0
59,1485779,151895,137665.2,127155.8
57,1493475,196983,126447.6,128695.0
56,1503915,246463,114735.6,130783.0
60,2014228,103664,295669.19999999995,279268.4
62,1982635,124268,280010.1,269790.5
61,1975811,148958,270555.9,267743.3
61,2024575,203111,268939.19999999995,282372.5
61,2006665,252106,248867.69999999998,276999.5
57,195051,103568,0.0,0.0
57,185511,120051,0.0,0.0
60,206444,145446,0.0,0.0
62,205930,197250,0.0,0.0
60,216631,245253,0.0,0.0
60,386776,100000,0.0,1838.8000000000002
60,392022,125601,0.0,2101.1
60,404355,146518,0.0,2717.75
58,395144,204198,0.0,2257.2000000000003
58,421433,253912,0.0,3571.65
62,590011,100000,0.0,12000.550000000001
57,619389,128737,0.0,13469.45
63,593185,145810,0.0,12159.25
62,617484,197360,0.0,13374.2
62,575711,248611,0.0,11285.550000000001
58,783546,104378,8958.4,23354.6
62,800308,122064,6412.200000000001,25030.8
63,788239,146007,4611.6,23823.9
63,817794,200208,3379.3,26779.4
59,776589,249514,1353.75,22658.9
58,1008248,101396,43870.4,45824.8
60,981695,126698,23499.4,43169.5
59,976289,150738,27610.2,42628.9
61,1007358,198221,14327.4,45735.8
61,1007823,252409,10270.7,45782.3
57,1484045,103801,151573.2,126809.0
61,1519163,127682,139944.3,133832.6
63,1505390,150991,128819.7,131078.0
62,1477703,203539,107332.8,125540.6
58,1494613,250187,111385.20000000001,128922.6
61,1994878,100000,290963.4,273463.4
62,2014780,127338,288732.6,279434.0
60,2020615,152103,283053.6,281184.5
57,1986398,203633,272329.5,270919.4
63,1999846,249464,247614.6,274953.8
61,180579,100716,0.0,0.0
63,175181,123121,0.0,0.0
61,207532,149496,0.0,0.0
60,213094,195265,0.0,0.0
60,185395,250446,0.0,0.0
63,396424,100000,0.0,2321.2000000000003
59,395557,125469,0.0,2277.85
64,386087,153790,0.0,1804.3500000000001
60,412642,196328,0.0,3132.1000000000004
61,422447,246508,0.0,3622.3500000000004
60,590134,100000,0.0,12006.7
62,619959,128965,0.0,13497.95
62,586316,149004,0.0,11815.800000000001
58,597540,203731,0.0,12377.0
59,619052,249174,0.0,13452.6
63,802769,101123,7582.3,25276.9
62,796437,123102,6166.75,24643.7
59,787445,147777,6983.400000000001,23744.5
63,781304,204806,1324.9,23130.4
59,790131,246037,2204.7000000000003,24013.1
63,1017998,100000,36099.600000000006,46799.8
61,1016139,129804,29767.0,46613.9
63,988911,154051,19472.0,43891.100000000006
63,986274,197441,11941.650000000001,43627.4
62,979914,251713,8910.050000000001,42991.4
61,1496140,100000,141342.0,129228.0
63,1489020,127943,130823.1,127804.0
62,1509586,152747,129551.7,131917.2
59,1520262,204070,132357.6,134052.4
64,1524211,249619,107418.40000000001,134842.2
61,2015270,103031,296171.69999999995,279581.0
60,2016029,124013,290104.8,279808.69999999995
63,1986177,145386,274737.3,270853.1
59,1979768,201326,271032.6,268930.4
63,1997602,253053,245864.69999999998,274280.6
59,219170,100700,0.0,0.0
65,188562,129616,0.0,0.0
65,201599,149534,0.0,0.0
59,202847,197729,0.0,0.0
61,193945,252553,0.0,0.0
65,413255,100000,0.0,3162.75
63,422611,126015,0.0,3630.55
61,424131,145117,0.0,3706.55
63,424719,203152,0.0,3735.9500000000003
65,384189,254985,0.0,1709.45
62,584845,102592,0.0,11742.25
59,604873,127540,0.0,12743.650000000001
60,615297,151233,0.0,13264.85
64,580120,203076,0.0,11506.0
61,602996,251554,0.0,12649.800000000001
64,792544,100000,7127.200000000001,24254.4
62,821936,125954,7299.1,27193.6
59,790481,150931,6977.5,24048.1
59,804310,201831,5123.950000000001,25431.0
62,799764,253403,0.0,24976.4
60,988282,103243,29507.8,43828.2
59,1002198,122576,38424.4,45219.8
65,1005783,145728,24511.0,45578.3
65,993262,203281,11999.050000000001,44326.2
64,1011711,248300,10670.550000000001,46171.100000000006
61,1493018,100000,140405.4,128603.6
61,1520266,123911,141406.5,134053.2
64,1486791,152319,122841.6,127358.20000000001
61,1506477,204522,113086.5,131295.4
59,1487903,249685,110143.6,127580.6
64,1993442,100000,290532.6,273032.6
61,1990050,127935,281134.5,272015.0
61,1979550,152183,270710.1,268865.0
60,1988150,198460,259407.0,271445.0
60,2000756,253385,246711.3,275226.8
64,201554,100000,0.0,0.0
63,182288,124085,0.0,0.0
61,224631,151696,0.0,0.0
65,216909,203400,0.0,0.0
66,181909,247561,0.0,0.0
60,404264,100000,0.0,2713.2000000000003
63,402685,125791,0.0,2634.25
60,410714,145877,0.0,3035.7000000000003
66,402105,203003,0.0,2605.25
63,409208,251111,0.0,2960.4
63,586153,100000,0.0,11807.650000000001
66,595806,124381,0.0,12290.300000000001
63,604148,154348,0.0,12707.400000000001
65,586357,204125,0.0,11817.85
63,587398,248299,0.0,11869.900000000001
64,784944,103319,6581.25,23494.4
64,792453,125553,5845.0,24245.3
64,801383,147946,5171.85,25138.3
61,799409,197489,2596.0,24940.9
66,824778,245490,1464.4,27477.8
61,991753,104036,30043.4,44175.3
65,985051,120782,25353.800000000003,43505.100000000006
65,985067,151688,19175.8,43506.7
61,997968,195322,13029.2,44796.8
66,1015548,249217,10816.550000000001,46554.8
65,1486514,101954,137868.0,127302.8
62,1496366,120947,135125.7,129273.20000000001
60,1514774,146715,132917.7,132954.8
64,1489555,204464,109518.20000000001,127911.0
66,1504653,246068,104217.0,130930.6
60,2019064,101334,297819.0,280719.19999999995
62,1975448,121973,278542.5,267634.4
65,2019712,147984,284018.4,280913.6
61,1994437,201815,260286.6,273331.1
61,1987741,248678,244218.9,271322.3
67,218796,100000,0.0,0.0
67,197019,128945,0.0,0.0
65,223555,151639,0.0,0.0
64,192557,204911,0.0,0.0
62,213531,246207,0.0,0.0
62,412437,100179,0.0,3121.8500000000004
65,405422,129166,0.0,2771.1000000000004
61,389069,146741,0.0,1953.45
66,396274,204685,0.0,2313.7000000000003
65,424999,253312,0.0,3749.9500000000003
64,608056,100000,0.0,12902.800000000001
66,615053,129541,0.0,13252.650000000001
67,595767,153668,0.0,12288.35
65,595134,203277,0.0,12256.7
64,624523,246454,0.0,13726.150000000001
64,791599,100656,7047.150000000001,24159.9
61,782810,122950,5493.0,23281.0
64,794387,154780,4480.35,24438.7
61,805048,202306,2637.1000000000004,25504.8
63,817227,246469,1037.9,26722.7
65,1016230,101797,35386.600000000006,46623.0
65,1005472,125840,28426.4,45547.2
65,1002515,152302,22542.6,45251.5
65,1017577,200722,15871.0,46757.7
62,975438,250255,8759.15,42543.8
66,1498877,100912,141889.5,129775.4
65,1503624,125209,136024.5,130724.8
63,1496300,151994,125791.8,129260.0
61,1485387,200997,109378.0,127077.4
66,1503512,246151,103972.20000000001,130702.4
67,2021951,100000,299085.3,281585.3
61,2023502,122301,292860.3,282050.6
62,2003888,151335,278265.9,276166.4
67,2004640,197910,264519.0,276392.0
62,1997957,248431,247357.8,274387.1
64,188329,100000,0.0,0.0
63,188051,122147,0.0,0.0
63,216959,145459,0.0,0.0
66,199211,198458,0.0,0.0
63,206870,254383,0.0,0.0
62,398023,100000,0.0,2401.15
67,424004,121082,0.0,3700.2000000000003
64,384242,149521,0.0,1712.1000000000001
64,395860,196701,0.0,2293.0
67,422108,254371,0.0,3605.4
66,605394,100000,0.0,12769.7
66,609784,123464,0.0,12989.2
62,590571,148583,0.0,12028.550000000001
62,614351,196833,0.0,13217.550000000001
65,616379,245668,0.0,13318.95
64,776920,104001,6145.950000000001,22692.0
65,797830,128204,5981.3,24783.0
63,787525,153684,4192.05,23752.5
68,776636,200608,1301.4,22663.6
65,791971,246047,0.0,24197.1
65,995691,100000,31638.2,44569.100000000006
67,1019352,122243,31921.8,46935.2
68,983415,149488,19285.4,43341.5
64,1000411,196681,13246.0,45041.100000000006
65,982118,252802,8965.800000000001,43211.8
65,1501038,100000,142811.4,130207.6
64,1520157,129416,139722.3,134031.4
62,1476057,146682,121312.5,125211.4
66,1502656,195716,114582.0,130531.20000000001
66,1514956,254576,104576.0,132991.2
66,1995211,102890,290196.3,273563.3
62,1997448,125795,283995.9,274234.4
67,1990930,148395,275260.5,272279.0
68,2005802,196905,265169.1,276740.6
63,2019089,248686,253620.9,280726.69999999995
65,177988,100000,0.0,0.0
68,187282,122022,0.0,0.0
66,215909,145480,0.0,0.0
64,202757,196734,0.0,0.0
68,195143,246646,0.0,0.0
64,377110,102812,0.0,1355.5
69,407047,128100,0.0,2852.3500000000004
69,399445,147951,0.0,2472.25
67,383154,200673,0.0,1657.7
64,417042,253250,0.0,3352.1000000000004
64,591155,100000,0.0,12057.75
64,581377,129940,0.0,11568.85
66,582090,154312,0.0,11604.5
63,624032,203259,0.0,13701.6
67,578199,254739,0.0,11409.95
65,784441,100961,6674.0,23444.1
63,820638,127854,7139.200000000001,27063.8
67,808341,147619,5536.1,25834.1
69,823361,196478,3844.15,27336.1
69,803492,248713,238.95000000000002,25349.2
65,983020,100000,29104.0,43302.0
67,1002080,128368,27242.4,45208.0
66,996100,147020,22316.0,44610.0
69,978927,200613,11415.7,42892.7
66,1018776,245956,11141.0,46877.600000000006
68,1488643,104086,137867.1,127728.6
69,1486390,125466,130777.2,127278.0
69,1500594,150014,127674.0,130118.8
64,1482487,199260,109145.40000000001,126497.4
66,1499450,252671,101855.8,129890.0
63,2009446,100000,295333.8,277833.8
64,2018208,121734,291442.19999999995,280462.4
69,1976832,145905,271778.1,268049.6
67,2010956,198497,266237.69999999995,278286.8
66,1999737,250418,247295.69999999998,274921.1
64,217027,104098,0.0,0.0
69,190245,126741,0.0,0.0
70,192522,147184,0.0,0.0
64,198050,198476,0.0,0.0
65,212187,253994,0.0,0.0
67,409410,100000,0.0,2970.5
70,423808,125034,0.0,3690.4
67,392998,148835,0.0,2149.9
69,406712,199436,0.0,2835.6000000000004
67,396396,245480,0.0,2319.8
66,606687,100736,0.0,12834.35
68,602356,120950,0.0,12617.800000000001
66,600861,146334,0.0,12543.050000000001
70,619924,203596,0.0,13496.2
67,604804,246595,0.0,12740.2
67,818941,100000,8447.050000000001,26894.1
68,822989,128884,7205.25,27298.9
68,817315,146172,6057.150000000001,26731.5
65,794153,197798,2317.75,24415.3
66,786356,253938,0.0,23635.6
65,980040,104735,27561.0,43004.0
64,977056,123448,23221.6,42705.600000000006
