name,age,income,total_deductions,old_bracket,new_bracket
case_761,47,1516750,50152,30%,20%
case_762,47,1524469,79759,30%,20%
case_763,43,1477781,99768,30%,20%
case_764,46,1517345,146182,30%,20%
case_765,49,1508395,204810,30%,20%
case_766,48,2009155,50000,30%,30%
case_767,47,2016022,75904,30%,30%
case_768,44,2010312,98853,30%,30%
case_769,46,1980615,154241,30%,30%
case_770,48,1990170,202427,30%,30%
case_771,46,199830,50000,0%,0%
case_772,44,213804,74509,0%,0%
case_773,45,180525,97323,0%,0%
case_774,44,212049,154232,0%,0%
case_775,45,189584,199791,0%,0%
case_776,50,378015,50000,0%,5%
case_777,44,384051,71078,0%,5%
case_778,44,386714,98194,0%,5%
case_779,44,388371,151799,0%,5%
case_780,48,409559,196934,0%,5%
case_781,49,581421,50000,5%,5%
case_782,44,582510,74312,5%,5%
case_783,45,597454,97132,5%,5%
case_784,44,591700,153432,0%,5%
case_785,49,608140,198915,0%,5%
case_786,46,790685,50000,5%,10%
case_787,44,796008,70347,5%,10%
case_788,44,812284,95513,5%,10%
case_789,47,809566,154312,5%,10%
case_790,46,809559,199863,5%,10%
case_791,50,978913,50000,20%,10%
case_792,49,993593,70067,20%,10%
case_793,50,1010588,100804,20%,10%
case_794,48,987935,154943,20%,10%
case_795,48,1011110,197741,20%,10%
case_796,50,1495232,50000,30%,20%
case_797,49,1483010,71020,30%,20%
case_798,47,1491143,100203,30%,20%
case_799,48,1487036,148765,30%,20%
case_800,50,1495956,198455,30%,20%
case_801,49,2011132,50000,30%,30%
case_802,50,2015373,75593,30%,30%
case_803,50,1982105,100492,30%,30%
case_804,45,1991041,146572,30%,30%
case_805,48,1987924,203595,30%,30%
case_806,45,222497,50000,0%,0%
case_807,47,212986,74634,0%,0%
case_808,46,191206,96121,0%,0%
case_809,51,205717,150550,0%,0%
case_810,45,206192,199336,0%,0%
case_811,45,376116,53977,0%,5%
case_812,46,389441,76900,0%,5%
case_813,45,418947,95868,0%,5%
case_814,51,422399,147026,0%,5%
case_815,48,376031,198189,0%,5%
case_816,48,621317,52390,5%,5%
case_817,47,610417,78984,5%,5%
case_818,51,606231,101712,5%,5%
case_819,45,619006,154977,0%,5%
case_820,48,622589,202934,0%,5%
case_821,45,801770,52647,5%,10%
case_822,48,797609,72937,5%,10%
case_823,51,796815,104790,5%,10%
case_824,47,790553,147186,5%,10%
case_825,50,796457,202246,5%,10%
case_826,50,977002,50000,20%,10%
case_827,45,990388,73667,20%,10%
case_828,46,990133,96328,20%,10%
case_829,45,1004767,147871,20%,10%
case_830,51,979315,195590,20%,10%
case_831,46,1518579,50000,30%,20%
case_832,45,1520132,71828,30%,20%
case_833,51,1485278,101484,30%,20%
case_834,47,1475971,150653,30%,20%
case_835,47,1512260,202271,30%,20%
case_836,45,2019086,50000,30%,30%
case_837,51,1995406,74049,30%,30%
case_838,48,1995931,101290,30%,30%
case_839,46,2013286,145547,30%,30%
case_840,46,2008768,203756,30%,30%
case_841,51,179774,50000,0%,0%
case_842,47,223215,76564,0%,0%
case_843,47,203510,98630,0%,0%
case_844,49,177415,148294,0%,0%
case_845,49,190875,202686,0%,0%
case_846,47,381366,54040,0%,5%
case_847,47,416668,78324,0%,5%
case_848,52,407078,98226,0%,5%
case_849,50,390677,151508,0%,5%
case_850,48,381565,197261,0%,5%
case_851,48,595024,50000,5%,5%
case_852,50,622608,73427,5%,5%
case_853,48,595101,99631,0%,5%
case_854,50,623901,152241,0%,5%
case_855,49,592645,202822,0%,5%
case_856,52,792965,50399,5%,10%
case_857,46,783976,71530,5%,10%
case_858,47,789385,102684,5%,10%
case_859,51,776233,145114,5%,10%
case_860,51,818452,197509,5%,10%
case_861,48,1009941,50000,20%,10%
case_862,46,1003203,76965,20%,10%
case_863,50,1007105,96633,20%,10%
case_864,50,1003285,154892,20%,10%
case_865,46,1006151,195085,20%,10%
case_866,46,1501505,51245,30%,20%
case_867,48,1494649,75477,30%,20%
case_868,49,1523442,103836,30%,20%
case_869,51,1515164,151813,30%,20%
case_870,52,1517034,204985,30%,20%
case_871,52,1983131,50000,30%,30%
case_872,51,1996628,70506,30%,30%
case_873,52,1992670,102177,30%,30%
case_874,50,1987923,145172,30%,30%
case_875,50,2001262,195878,30%,30%
case_876,53,176279,51738,0%,0%
case_877,50,184663,71447,0%,0%
case_878,53,215706,99427,0%,0%
case_879,50,188774,154603,0%,0%
case_880,52,198684,203716,0%,0%
case_881,53,409192,53387,0%,5%
case_882,48,383003,70169,0%,5%
case_883,47,396195,95925,0%,5%
case_884,51,380473,150141,0%,5%
case_885,49,389906,202490,0%,5%
case_886,48,622142,52906,5%,5%
case_887,49,611007,79943,5%,5%
case_888,47,612170,97464,5%,5%
case_889,51,600052,147573,0%,5%
case_890,48,594072,203655,0%,5%
case_891,50,812252,50000,20%,10%
case_892,47,803450,75281,5%,10%
case_893,53,811328,97832,5%,10%
case_894,51,804248,145731,5%,10%
case_895,49,808140,202929,5%,10%
case_896,50,995174,53219,20%,10%
case_897,51,993346,76329,20%,10%
case_898,53,1001641,102442,20%,10%
case_899,47,980570,153610,20%,10%
case_900,48,989911,196913,20%,10%
case_901,51,1517427,50000,30%,20%
case_902,47,1514089,71679,30%,20%
case_903,49,1479843,101899,30%,20%
case_904,49,1475101,148786,30%,20%
case_905,48,1522505,199829,30%,20%
case_906,48,2020737,52829,30%,30%
case_907,47,2018457,79941,30%,30%
case_908,53,2017836,101692,30%,30%
case_909,50,2024441,149395,30%,30%
case_910,51,1989864,201537,30%,30%
case_911,53,211516,50000,0%,0%
case_912,48,204978,72513,0%,0%
case_913,49,194822,100870,0%,0%
case_914,49,186868,154712,0%,0%
case_915,52,219471,195279,0%,0%
case_916,50,404697,52370,0%,5%
case_917,51,417895,79869,0%,5%
case_918,51,413599,103927,0%,5%
case_919,52,420743,147361,0%,5%
case_920,52,416570,201081,0%,5%
case_921,52,613625,54971,5%,5%
case_922,50,606968,73975,5%,5%
case_923,50,577069,97441,0%,5%
case_924,49,598587,150401,0%,5%
case_925,51,605805,197429,0%,5%
case_926,51,799164,50000,5%,10%
case_927,48,809896,77574,5%,10%
case_928,52,803620,96270,5%,10%
case_929,50,788285,153775,5%,10%
case_930,54,792352,203572,5%,10%
case_931,48,1011639,50000,20%,10%
case_932,51,997789,78792,20%,10%
case_933,48,1006709,97845,20%,10%
case_934,50,1021810,149907,20%,10%
case_935,51,998671,204960,20%,10%
case_936,51,1515397,50000,30%,20%
case_937,53,1520921,71750,30%,20%
case_938,50,1495757,99216,30%,20%
case_939,50,1505729,153339,30%,20%
case_940,53,1480876,200121,30%,20%
case_941,48,2008526,50000,30%,30%
case_942,51,1994669,71417,30%,30%
case_943,49,2019449,103897,30%,30%
case_944,51,1989907,146112,30%,30%
case_945,51,2011941,201510,30%,30%
case_946,50,177404,51593,0%,0%
case_947,55,189090,70964,0%,0%
case_948,50,192803,95612,0%,0%
case_949,50,193942,149359,0%,0%
case_950,49,190951,196844,0%,0%
case_951,52,402311,50507,0%,5%
case_952,51,397275,71694,0%,5%
case_953,53,397107,99925,0%,5%
case_954,51,391328,147978,0%,5%
case_955,49,422873,200815,0%,5%
case_956,53,604932,50000,5%,5%
case_957,55,575695,79216,0%,5%
case_958,53,622217,98248,5%,5%
case_959,55,584916,148914,0%,5%
case_960,51,577456,198483,0%,5%
case_961,50,814287,50000,20%,10%
case_962,52,793918,75060,5%,10%
case_963,54,786955,100657,5%,10%
case_964,51,822044,154197,5%,10%
case_965,51,802124,199952,5%,10%
case_966,52,998532,54681,20%,10%
case_967,49,990847,72978,20%,10%
case_968,55,998073,103439,20%,10%
case_969,53,995509,147382,20%,10%
case_970,51,985102,202436,20%,10%
case_971,53,1493472,50313,30%,20%
case_972,52,1511630,75039,30%,20%
case_973,54,1518698,99291,30%,20%
case_974,55,1524430,149732,30%,20%
case_975,54,1480142,202743,30%,20%
case_976,54,1992363,52766,30%,30%
case_977,52,1989433,79431,30%,30%
case_978,49,1979185,99181,30%,30%
case_979,50,1986818,146768,30%,30%
case_980,52,2024942,200782,30%,30%
case_981,56,185587,50000,0%,0%
case_982,53,213353,75327,0%,0%
case_983,50,177454,95080,0%,0%
case_984,55,179218,145313,0%,0%
case_985,54,192983,199592,0%,0%
case_986,55,411891,53895,0%,5%
case_987,53,385972,79459,0%,5%
case_988,55,397376,101460,0%,5%
case_989,54,384791,147141,0%,5%
case_990,55,398420,201890,0%,5%
case_991,50,609953,50000,5%,5%
case_992,53,579148,75037,5%,5%
case_993,54,588103,101773,0%,5%
case_994,55,599939,151467,0%,5%
case_995,56,613472,199197,0%,5%
case_996,51,785119,50482,5%,10%
case_997,50,780070,73811,5%,10%
case_998,51,787509,97206,5%,10%
case_999,53,793189,151494,5%,10%
case_1000,56,790676,201293,5%,10%
case_1001,51,1008306,50000,20%,10%
case_1002,52,1017728,72793,20%,10%
case_1003,54,982921,97738,20%,10%
case_1004,54,1004804,146899,20%,10%
case_1005,55,1008942,198369,20%,10%
case_1006,50,1519246,53679,30%,20%
case_1007,50,1510711,78774,30%,20%
case_1008,55,1508099,102692,30%,20%
case_1009,56,1516771,149279,30%,20%
case_1010,53,1511104,202838,30%,20%
case_1011,55,2012203,50000,30%,30%
case_1012,55,1987039,71289,30%,30%
case_1013,52,1996002,98200,30%,30%
case_1014,50,1984382,150071,30%,30%
case_1015,52,2006592,203474,30%,30%
case_1016,52,216733,50000,0%,0%
case_1017,54,195106,77916,0%,0%
case_1018,51,219828,102977,0%,0%
case_1019,51,216471,146775,0%,0%
case_1020,57,200038,197936,0%,0%
case_1021,55,379308,50000,0%,5%
case_1022,51,399318,71314,0%,5%
case_1023,53,408815,100719,0%,5%
case_1024,53,409549,152156,0%,5%
case_1025,51,391277,199811,0%,5%
case_1026,56,616567,50000,5%,5%
case_1027,52,612647,78093,5%,5%
case_1028,54,595689,96776,0%,5%
case_1029,54,619700,150325,0%,5%
case_1030,57,576163,200094,0%,5%
case_1031,51,820563,53264,20%,10%
case_1032,52,784038,72384,5%,10%
case_1033,57,815244,95512,5%,10%
case_1034,55,790775,145008,5%,10%
case_1035,55,796286,204247,5%,10%
case_1036,53,986525,53892,20%,10%
case_1037,51,996888,77472,20%,10%
case_1038,57,1004377,100062,20%,10%
case_1039,54,976284,147023,20%,10%
case_1040,55,1005397,201811,20%,10%
case_1041,56,1490577,53288,30%,20%
case_1042,52,1516145,74413,30%,20%
case_1043,55,1514652,98275,30%,20%
case_1044,55,1484401,150087,30%,20%
case_1045,54,1510682,195756,30%,20%
case_1046,55,1992372,50785,30%,30%
case_1047,57,1997054,77299,30%,30%
case_1048,54,2022675,96743,30%,30%
case_1049,54,2006379,145233,30%,30%
case_1050,51,2005783,197444,30%,30%
case_1051,58,188989,50000,0%,0%
case_1052,57,216566,77092,0%,0%
case_1053,52,202488,102167,0%,0%
case_1054,54,207633,148179,0%,0%
case_1055,58,215827,202556,0%,0%
case_1056,55,410643,50000,0%,5%
case_1057,58,407853,77323,0%,5%
case_1058,58,404675,98117,0%,5%
case_1059,58,380984,152109,0%,5%
case_1060,55,404672,195113,0%,5%
case_1061,57,621640,52029,5%,5%
case_1062,52,602652,75444,5%,5%
case_1063,58,578179,104407,0%,5%
case_1064,53,620475,149530,0%,5%
case_1065,54,575097,201914,0%,5%
case_1066,54,797421,50000,5%,10%
case_1067,55,810196,71608,5%,10%
case_1068,55,803378,100807,5%,10%
case_1069,52,797465,153704,5%,10%
case_1070,56,776303,197783,5%,10%
case_1071,54,1019711,50000,20%,10%
case_1072,56,1013525,70939,20%,10%
case_1073,55,982412,96174,20%,10%
case_1074,56,1013054,146157,20%,10%
case_1075,54,982441,197587,20%,10%
case_1076,58,1495861,50000,30%,20%
case_1077,53,1519086,74976,30%,20%
case_1078,55,1498939,100690,30%,20%
case_1079,54,1479139,148013,30%,20%
case_1080,53,1494143,201715,30%,20%
case_1081,55,1978729,54606,30%,30%
case_1082,58,1979380,75170,30%,30%
case_1083,53,2024264,104329,30%,30%
case_1084,55,2023270,148070,30%,30%
case_1085,54,1999227,201201,30%,30%
case_1086,57,185607,53555,0%,0%
case_1087,54,208259,72047,0%,0%
case_1088,59,224787,97368,0%,0%
case_1089,57,206729,148433,0%,0%
case_1090,59,187073,196020,0%,0%
case_1091,54,394403,53409,0%,5%
case_1092,56,376680,73531,0%,5%
case_1093,56,402987,101723,0%,5%
case_1094,56,419457,150364,0%,5%
case_1095,59,419918,201575,0%,5%
case_1096,53,582080,53527,5%,5%
case_1097,57,622290,78188,5%,5%
case_1098,59,598576,101689,0%,5%
case_1099,57,608673,146948,0%,5%
case_1100,56,577324,197672,0%,5%
case_1101,58,789741,52895,5%,10%
case_1102,53,810870,71450,5%,10%
case_1103,55,790576,103339,5%,10%
case_1104,59,805449,150533,5%,10%
case_1105,57,816716,195644,5%,10%
case_1106,58,1010824,51493,20%,10%
case_1107,59,1016485,75109,20%,10%
case_1108,59,997222,103011,20%,10%
case_1109,58,1018430,146232,20%,10%
case_1110,53,1012567,203188,20%,10%
case_1111,55,1493142,54141,30%,20%
case_1112,54,1480223,73429,30%,20%
case_1113,53,1491616,99129,30%,20%
case_1114,57,1508235,148583,30%,20%
case_1115,59,1479947,198182,30%,20%
case_1116,58,2014858,51401,30%,30%
case_1117,59,2011837,72082,30%,30%
case_1118,53,1981747,97943,30%,30%
case_1119,54,2003530,152419,30%,30%
case_1120,53,1991061,203871,30%,30%
case_1121,57,215266,50000,0%,0%
case_1122,58,204752,71348,0%,0%
case_1123,55,186266,100021,0%,0%
case_1124,56,185115,145898,0%,0%
case_1125,54,224298,198636,0%,0%
case_1126,54,381773,53888,0%,5%
case_1127,60,420903,75517,0%,5%
case_1128,55,417989,99932,0%,5%
case_1129,55,410827,149268,0%,5%
case_1130,59,408273,198475,0%,5%
case_1131,56,583583,52415,5%,5%
case_1132,60,597567,76720,0%,5%
case_1133,59,610203,101472,5%,5%
case_1134,57,609414,152582,0%,5%
case_1135,60,604377,197833,0%,5%
case_1136,59,780978,50000,5%,10%
case_1137,58,820356,72828,5%,10%
case_1138,56,784943,95221,5%,10%
case_1139,60,821579,146179,5%,10%
case_1140,58,816409,195236,5%,10%
case_1141,55,976103,50000,20%,10%
case_1142,57,995086,73749,20%,10%
case_1143,54,1001535,102642,20%,10%
case_1144,58,987620,151898,20%,10%
case_1145,59,1012308,203384,20%,10%
case_1146,59,1509144,54401,30%,20%
case_1147,54,1480294,72896,30%,20%
case_1148,57,1511486,103108,30%,20%
case_1149,55,1480078,145286,30%,20%
case_1150,59,1491481,202192,30%,20%
case_1151,58,1978722,52625,30%,30%
case_1152,58,1976175,70523,30%,30%
case_1153,57,2018335,102762,30%,30%
case_1154,60,2008528,151422,30%,30%
case_1155,58,1994716,196283,30%,30%
case_1156,56,221988,50000,0%,0%
case_1157,57,189171,73749,0%,0%
case_1158,56,207579,101433,0%,0%
case_1159,56,195597,153284,0%,0%
case_1160,61,189240,196673,0%,0%
case_1161,60,375664,52370,0%,5%
case_1162,55,406491,72177,0%,5%
case_1163,59,376204,96338,0%,5%
case_1164,55,392358,153615,0%,5%
case_1165,56,389418,203380,0%,5%
case_1166,57,582833,51544,5%,5%
case_1167,59,596309,70456,5%,5%
case_1168,60,578143,95538,0%,5%
case_1169,59,575344,148100,0%,5%
case_1170,58,576501,199282,0%,5%
case_1171,61,814192,53803,5%,10%
case_1172,57,819167,70099,5%,10%
case_1173,56,819812,101949,5%,10%
case_1174,58,822961,145862,5%,10%
case_1175,58,815128,203606,5%,10%
case_1176,58,982634,50000,20%,10%
case_1177,57,1000187,70203,20%,10%
case_1178,55,1001888,95590,20%,10%
case_1179,59,985869,149778,20%,10%
case_1180,55,986078,197608,20%,10%
case_1181,58,1510039,52999,30%,20%
case_1182,60,1500500,76395,30%,20%
case_1183,56,1496888,99150,30%,20%
case_1184,56,1476271,148698,30%,20%
case_1185,59,1502284,201024,30%,20%
case_1186,57,1987970,52674,30%,30%
case_1187,55,2005205,72228,30%,30%
case_1188,61,1979910,97640,30%,30%
case_1189,56,1987327,153392,30%,30%
case_1190,61,2007351,199671,30%,30%
case_1191,59,217894,50921,0%,0%
case_1192,61,221658,70289,0%,0%
case_1193,57,189679,104530,0%,0%
case_1194,61,216813,147631,0%,0%
case_1195,56,214852,198405,0%,0%
case_1196,61,394533,50297,0%,5%
case_1197,62,404906,71078,0%,5%
case_1198,56,394240,100939,0%,5%
case_1199,61,407863,152294,0%,5%
case_1200,62,405983,204501,0%,5%
case_1201,59,607821,50000,5%,5%
case_1202,60,600397,79684,0%,5%
case_1203,60,607955,97651,0%,5%
case_1204,57,609317,147533,0%,5%
case_1205,60,600335,197322,0%,5%
case_1206,56,821933,50000,20%,10%
case_1207,62,780351,75789,5%,10%
case_1208,62,811086,103491,5%,10%
case_1209,56,819472,153087,5%,10%
case_1210,58,817695,198912,5%,10%
case_1211,62,981878,54115,20%,10%
case_1212,61,1003179,74091,20%,10%
case_1213,60,1004607,97494,20%,10%
case_1214,57,976575,152641,20%,10%
case_1215,58,989426,200328,20%,10%
case_1216,59,1522950,50000,30%,20%
case_1217,60,1485399,70891,30%,20%
case_1218,59,1522299,104300,30%,20%
case_1219,61,1482413,152107,30%,20%
case_1220,60,1476092,200128,20%,20%
case_1221,58,2016311,51880,30%,30%
case_1222,60,1989585,78287,30%,30%
case_1223,60,2004305,104461,30%,30%
case_1224,62,1991371,146356,30%,30%
case_1225,62,1989711,201377,30%,30%
case_1226,60,179254,50000,0%,0%
case_1227,63,205080,76173,0%,0%
case_1228,61,218663,95301,0%,0%
case_1229,60,183804,151303,0%,0%
case_1230,62,204752,198197,0%,0%
case_1231,58,393377,50000,0%,5%
case_1232,61,415411,72011,0%,5%
case_1233,59,396613,98131,0%,5%
case_1234,57,412844,151393,0%,5%
case_1235,60,381754,195580,0%,5%
case_1236,62,576080,50000,0%,5%
case_1237,60,622528,79406,0%,5%
case_1238,62,575203,98080,0%,5%
case_1239,58,597352,151817,0%,5%
case_1240,63,580045,200546,0%,5%
case_1241,58,800264,52206,5%,10%
case_1242,61,803999,72618,5%,10%
case_1243,58,781045,99449,5%,10%
case_1244,61,782103,149416,5%,10%
case_1245,60,788990,198508,5%,10%
case_1246,60,1021639,51356,20%,10%
case_1247,58,1011087,71886,20%,10%
case_1248,63,1010933,99151,20%,10%
case_1249,62,984650,153075,20%,10%
case_1250,57,978711,199357,20%,10%
case_1251,59,1481343,50000,30%,20%
case_1252,63,1502759,71750,30%,20%
case_1253,58,1514057,96172,30%,20%
case_1254,59,1514429,149547,30%,20%
case_1255,62,1524819,197483,30%,20%
case_1256,62,1981470,53507,30%,30%
case_1257,58,1982318,70191,30%,30%
case_1258,61,2002404,95833,30%,30%
case_1259,62,2009070,149509,30%,30%
case_1260,61,2004748,197559,30%,30%
case_1261,64,218321,52106,0%,0%
case_1262,59,209822,79022,0%,0%
case_1263,58,219157,102766,0%,0%
case_1264,58,192975,152071,0%,0%
case_1265,63,181039,196895,0%,0%
case_1266,64,395441,54963,0%,5%
case_1267,62,406313,75097,0%,5%
case_1268,63,412265,95830,0%,5%
case_1269,64,408827,150616,0%,5%
case_1270,61,389840,201762,0%,5%
case_1271,63,613983,51035,5%,5%
case_1272,60,598062,72146,0%,5%
case_1273,62,608714,103572,0%,5%
case_1274,59,590230,147602,0%,5%
case_1275,63,584098,202164,0%,5%
case_1276,60,824198,54530,5%,10%
case_1277,60,822903,73478,5%,10%
case_1278,59,801454,97019,5%,10%
case_1279,62,807251,151681,5%,10%
case_1280,58,810361,202953,5%,10%
case_1281,58,1008251,54185,20%,10%
case_1282,59,987374,78638,20%,10%
case_1283,63,977398,101372,20%,10%
case_1284,63,1017977,153731,20%,10%
case_1285,60,997624,197468,20%,10%
case_1286,59,1518630,50000,30%,20%
case_1287,59,1505596,79111,30%,20%
case_1288,58,1502035,100617,30%,20%
case_1289,62,1511557,146382,30%,20%
case_1290,62,1506016,201318,30%,20%
case_1291,59,1979190,51711,30%,30%
case_1292,58,2017822,71731,30%,30%
case_1293,63,1984184,100298,30%,30%
case_1294,60,2016675,150278,30%,30%
case_1295,63,1985768,201257,30%,30%
case_1296,65,193011,51026,0%,0%
case_1297,64,196097,77340,0%,0%
case_1298,65,214818,100700,0%,0%
case_1299,62,221390,154400,0%,0%
case_1300,64,198464,203671,0%,0%
case_1301,63,391609,50000,0%,5%
case_1302,64,386143,72300,0%,5%
case_1303,60,386765,100743,0%,5%
case_1304,65,388651,152597,0%,5%
case_1305,65,419583,195938,0%,5%
case_1306,64,624335,50498,5%,5%
case_1307,60,609507,75463,0%,5%
case_1308,62,614358,104742,0%,5%
case_1309,61,593094,153465,0%,5%
case_1310,62,617999,195890,0%,5%
case_1311,61,818872,50000,5%,10%
case_1312,64,822409,75453,5%,10%
case_1313,61,778049,104282,5%,10%
case_1314,59,782107,146309,5%,10%
case_1315,60,782225,196321,5%,10%
case_1316,59,997466,50000,20%,10%
case_1317,64,984475,77132,20%,10%
case_1318,64,985658,99354,20%,10%
case_1319,61,1023224,154090,20%,10%
case_1320,65,1012892,198715,20%,10%
case_1321,62,1495787,50000,30%,20%
case_1322,60,1505988,78280,30%,20%
case_1323,61,1490038,98316,30%,20%
case_1324,59,1508151,149822,30%,20%
case_1325,65,1516310,197252,30%,20%
case_1326,61,2007438,50214,30%,30%
case_1327,65,2022156,72739,30%,30%
case_1328,65,2000441,98441,30%,30%
case_1329,62,1983941,152063,30%,30%
case_1330,62,2014888,204523,30%,30%
case_1331,66,214457,50000,0%,0%
case_1332,64,216140,71062,0%,0%
case_1333,65,203644,95844,0%,0%
case_1334,64,222091,145437,0%,0%
case_1335,61,217228,204824,0%,0%
case_1336,62,421297,50000,0%,5%
case_1337,65,390370,78930,0%,5%
case_1338,61,422534,103748,0%,5%
case_1339,64,416610,153282,0%,5%
case_1340,60,394905,202922,0%,5%
case_1341,64,601373,50000,5%,5%
case_1342,62,612631,77436,0%,5%
case_1343,66,614958,102107,0%,5%
case_1344,65,587192,147208,0%,5%
case_1345,60,612144,202234,0%,5%
case_1346,66,817710,50000,5%,10%
case_1347,65,806961,72034,5%,10%
case_1348,61,818575,100083,5%,10%
case_1349,60,801337,147258,5%,10%
case_1350,65,813839,204489,5%,10%
case_1351,62,1011839,50000,20%,10%
case_1352,65,1012468,71337,20%,10%
case_1353,64,1010254,99968,20%,10%
case_1354,65,1002477,154234,20%,10%
case_1355,63,1006337,203465,20%,10%
case_1356,63,1499388,52809,30%,20%
case_1357,62,1524633,77455,30%,20%
case_1358,66,1481103,98989,30%,20%
case_1359,60,1503573,147706,30%,20%
case_1360,60,1509628,204074,30%,20%
case_1361,61,2011662,53854,30%,30%
case_1362,60,2000427,78223,30%,30%
case_1363,66,1990416,99617,30%,30%
case_1364,60,2023308,154233,30%,30%
case_1365,66,2000049,198198,30%,30%
case_1366,67,189922,50000,0%,0%
case_1367,62,189020,73944,0%,0%
case_1368,67,209865,98981,0%,0%
case_1369,65,205279,149254,0%,0%
case_1370,65,184639,196972,0%,0%
case_1371,62,398899,50000,0%,5%
case_1372,64,382283,78900,0%,5%
case_1373,66,385553,96733,0%,5%
case_1374,61,393603,153286,0%,5%
case_1375,66,409290,196023,0%,5%
case_1376,61,604196,53891,5%,5%
case_1377,61,609903,75160,0%,5%
case_1378,63,624558,104391,0%,5%
case_1379,62,579018,153769,0%,5%
case_1380,67,594084,198392,0%,5%
case_1381,63,796559,51156,5%,10%
case_1382,67,790059,72743,5%,10%
case_1383,63,801502,104645,5%,10%
case_1384,64,813816,150892,5%,10%
case_1385,66,815633,204499,5%,10%
case_1386,64,998206,50000,20%,10%
case_1387,66,1012681,71216,20%,10%
case_1388,62,1014050,100529,20%,10%
case_1389,61,1020544,150793,20%,10%
case_1390,67,976594,203527,5%,10%
case_1391,64,1503745,54500,30%,20%
case_1392,67,1481663,75055,30%,20%
case_1393,63,1476416,100820,30%,20%
case_1394,67,1476426,150918,30%,20%
case_1395,64,1510975,202328,30%,20%
case_1396,66,2013448,50000,30%,30%
case_1397,63,1982605,70468,30%,30%
case_1398,63,1979902,103715,30%,30%
case_1399,66,2000210,148532,30%,30%
case_1400,64,2007314,204985,30%,30%
case_1401,64,185514,51243,0%,0%
case_1402,66,219868,78259,0%,0%
case_1403,63,201194,104206,0%,0%
case_1404,65,203431,150641,0%,0%
case_1405,63,223538,196770,0%,0%
case_1406,63,387009,50000,0%,5%
case_1407,68,384536,76785,0%,5%
case_1408,65,417911,101811,0%,5%
case_1409,65,419978,149312,0%,5%
case_1410,64,422436,200030,0%,5%
case_1411,65,624177,50905,5%,5%
case_1412,65,590668,77158,0%,5%
case_1413,67,617719,102253,0%,5%
case_1414,66,578270,151608,0%,5%
case_1415,66,588830,201931,0%,5%
case_1416,63,798470,54914,5%,10%
case_1417,64,798140,78803,5%,10%
case_1418,62,809296,97955,5%,10%
case_1419,66,792588,151772,5%,10%
case_1420,66,819775,200314,5%,10%
case_1421,64,1000523,53311,20%,10%
case_1422,62,976821,70495,20%,10%
case_1423,63,999394,98642,20%,10%
case_1424,63,1003155,154458,20%,10%
case_1425,66,992728,199112,5%,10%
case_1426,62,1511988,50000,30%,20%
case_1427,67,1479989,76900,30%,20%
case_1428,62,1512896,99443,30%,20%
case_1429,64,1486168,145183,30%,20%
case_1430,67,1513564,195414,30%,20%
case_1431,65,1975581,50800,30%,30%
case_1432,67,2008432,73154,30%,30%
case_1433,67,2016407,104248,30%,30%
case_1434,65,2000553,145999,30%,30%
case_1435,62,2003358,199252,30%,30%
case_1436,67,223054,50000,0%,0%
case_1437,65,190126,71816,0%,0%
case_1438,68,175535,101045,0%,0%
case_1439,67,192500,148860,0%,0%
case_1440,66,183548,195261,0%,0%
case_1441,68,413517,51800,0%,5%
case_1442,67,400468,76513,0%,5%
case_1443,66,423941,100254,0%,5%
case_1444,63,417012,150902,0%,5%
case_1445,63,405933,198180,0%,5%
case_1446,64,583520,50000,0%,5%
case_1447,66,616965,74987,0%,5%
case_1448,65,610743,104500,0%,5%
case_1449,65,616607,150715,0%,5%
case_1450,65,621009,197722,0%,5%
case_1451,67,800608,53447,5%,10%
case_1452,69,808407,74442,5%,10%
case_1453,66,788229,99239,5%,10%
case_1454,66,820926,150564,5%,10%
case_1455,65,800289,200268,5%,10%
case_1456,64,984110,50000,20%,10%
case_1457,69,986188,71167,20%,10%
case_1458,68,1016777,102133,20%,10%
case_1459,66,1012976,153889,20%,10%
case_1460,67,1018276,198738,20%,10%
case_1461,63,1484245,50000,30%,20%
case_1462,65,1487303,77812,30%,20%
case_1463,68,1490409,96996,30%,20%
case_1464,66,1476699,153159,30%,20%
case_1465,65,1503759,200053,30%,20%
case_1466,68,1995808,50802,30%,30%
case_1467,63,2001445,75602,30%,30%
case_1468,63,1999230,99746,30%,30%
case_1469,63,1983770,152066,30%,30%
case_1470,65,2022309,196378,30%,30%
case_1471,69,212214,50000,0%,0%
case_1472,68,175334,73748,0%,0%
case_1473,70,198228,99531,0%,0%
case_1474,70,183494,153837,0%,0%
case_1475,64,190522,198937,0%,0%
case_1476,68,400877,53660,0%,5%
case_1477,64,386156,71231,0%,5%
case_1478,65,396107,104754,0%,5%
case_1479,64,394049,145747,0%,5%
case_1480,64,387759,203723,0%,5%
case_1481,70,600171,50000,5%,5%
case_1482,65,590243,79212,0%,5%
case_1483,70,610617,95237,0%,5%
case_1484,65,612565,145678,0%,5%
case_1485,70,610323,197604,0%,5%
case_1486,67,778987,50000,5%,10%
case_1487,68,806786,77730,5%,10%
case_1488,69,820775,101778,5%,10%
case_1489,67,821863,147382,5%,10%
case_1490,69,795502,200608,5%,10%
case_1491,70,1010035,51496,20%,10%
case_1492,67,984621,70679,20%,10%
case_1493,69,1018393,95321,20%,10%
case_1494,65,982778,146737,20%,10%
