name,age,income,total_deductions,old_bracket,new_bracket
case_761,45,1520100,50000,30%,20%
case_762,45,1491794,74489,30%,20%
case_763,49,1490299,100004,30%,20%
case_764,49,1487113,151839,30%,20%
case_765,44,1491305,202955,30%,20%
case_766,46,2000146,51081,30%,30%
case_767,46,2010680,74142,30%,30%
case_768,44,1981355,101709,30%,30%
case_769,46,2000854,151811,30%,30%
case_770,49,1983395,200290,30%,30%
case_771,46,195915,50000,0%,0%
case_772,48,188425,72755,0%,0%
case_773,49,188331,98696,0%,0%
case_774,49,185456,149765,0%,0%
case_775,50,187949,196956,0%,0%
case_776,50,395359,50000,0%,5%
case_777,47,377493,78651,0%,5%
case_778,49,409050,104144,0%,5%
case_779,47,381875,146605,0%,5%
case_780,47,390396,196619,0%,5%
case_781,45,608177,50000,5%,5%
case_782,44,618608,78997,5%,5%
case_783,48,605925,100802,5%,5%
case_784,46,610155,152994,0%,5%
case_785,50,598585,201876,0%,5%
case_786,48,799271,53135,5%,10%
case_787,49,818980,78614,5%,10%
case_788,45,787559,95331,5%,10%
case_789,48,793234,149093,5%,10%
case_790,50,789453,204501,5%,10%
case_791,45,1019147,52779,20%,10%
case_792,48,999409,77442,20%,10%
case_793,45,1012631,104519,20%,10%
case_794,46,1008242,149573,20%,10%
case_795,48,975145,195172,20%,10%
case_796,47,1477880,50000,30%,20%
case_797,45,1515287,74164,30%,20%
case_798,47,1492443,99008,30%,20%
case_799,44,1524414,153263,30%,20%
case_800,49,1475021,202629,30%,20%
case_801,47,2010205,50000,30%,30%
case_802,46,1988386,71818,30%,30%
case_803,44,2010072,101383,30%,30%
case_804,44,1994918,145915,30%,30%
case_805,47,1990182,200053,30%,30%
case_806,49,181760,50000,0%,0%
case_807,47,186856,78218,0%,0%
case_808,51,205526,100030,0%,0%
case_809,49,218258,153116,0%,0%
case_810,47,212585,203924,0%,0%
case_811,48,393926,50000,0%,5%
case_812,51,393455,73324,0%,5%
case_813,47,391462,96407,0%,5%
case_814,51,388115,152419,0%,5%
case_815,46,413031,196281,0%,5%
case_816,45,611634,51420,5%,5%
case_817,49,613123,74406,5%,5%
case_818,50,621983,102306,5%,5%
case_819,48,597402,148112,0%,5%
case_820,50,623459,203403,0%,5%
case_821,45,817148,51849,20%,10%
case_822,46,794977,76398,5%,10%
case_823,48,811799,99576,5%,10%
case_824,50,776125,153485,5%,10%
case_825,49,817885,203273,5%,10%
case_826,48,1021120,50000,20%,10%
case_827,49,1018463,79849,20%,10%
case_828,50,1017981,103731,20%,10%
case_829,46,1006083,148564,20%,10%
case_830,45,1021496,199889,20%,10%
case_831,50,1524746,52323,30%,20%
case_832,50,1515519,78422,30%,20%
case_833,47,1518238,101197,30%,20%
case_834,45,1502525,148883,30%,20%
case_835,48,1499507,203359,30%,20%
case_836,45,2020917,50000,30%,30%
case_837,50,2004171,73533,30%,30%
case_838,45,2020577,99807,30%,30%
case_839,48,2013352,152986,30%,30%
case_840,49,1983922,197670,30%,30%
case_841,50,196339,50000,0%,0%
case_842,51,209591,71428,0%,0%
case_843,47,212471,100604,0%,0%
case_844,50,216608,150859,0%,0%
case_845,47,203416,201630,0%,0%
case_846,50,422788,53592,0%,5%
case_847,46,414131,71744,0%,5%
case_848,51,408996,104353,0%,5%
case_849,48,384247,148664,0%,5%
case_850,51,398506,204676,0%,5%
case_851,49,624897,50000,5%,5%
case_852,49,600531,79094,5%,5%
case_853,48,606305,95385,5%,5%
case_854,47,589908,153953,0%,5%
case_855,52,611169,202463,0%,5%
case_856,52,802968,50000,20%,10%
case_857,52,813100,73410,5%,10%
case_858,52,775055,99001,5%,10%
case_859,49,792588,146175,5%,10%
case_860,52,786860,196593,5%,10%
case_861,52,985595,54641,20%,10%
case_862,49,1014129,76912,20%,10%
case_863,51,1014748,103925,20%,10%
case_864,49,984068,146054,20%,10%
case_865,48,1004607,202613,20%,10%
case_866,51,1502509,50000,30%,20%
case_867,48,1499475,73255,30%,20%
case_868,52,1497651,99256,30%,20%
case_869,49,1523952,148640,30%,20%
case_870,50,1510439,201655,30%,20%
case_871,49,2013524,50000,30%,30%
case_872,50,2002337,76250,30%,30%
case_873,50,1976765,103696,30%,30%
case_874,52,2008075,153235,30%,30%
case_875,51,2007199,198019,30%,30%
case_876,50,193265,51343,0%,0%
case_877,48,210653,73213,0%,0%
case_878,50,211524,102999,0%,0%
case_879,53,218366,153174,0%,0%
case_880,50,218334,196011,0%,0%
case_881,50,407671,50000,0%,5%
case_882,52,390706,71814,0%,5%
case_883,50,394118,101794,0%,5%
case_884,52,403160,153051,0%,5%
case_885,51,403040,200145,0%,5%
case_886,51,588701,50000,5%,5%
case_887,47,587707,75585,5%,5%
case_888,52,606703,102259,5%,5%
case_889,51,601498,152816,0%,5%
case_890,47,609348,201648,0%,5%
case_891,51,824209,50000,20%,10%
case_892,47,775533,75939,5%,10%
case_893,48,777348,97651,5%,10%
case_894,47,801695,150502,5%,10%
case_895,50,818996,197448,5%,10%
case_896,49,1011988,54932,20%,10%
case_897,51,1010158,73543,20%,10%
case_898,50,975545,102298,20%,10%
case_899,50,1008088,145515,20%,10%
case_900,51,1010758,202702,20%,10%
case_901,53,1498721,50000,30%,20%
case_902,51,1519703,79674,30%,20%
case_903,48,1504454,98877,30%,20%
case_904,47,1501390,149595,30%,20%
case_905,51,1510627,199390,30%,20%
case_906,53,1994062,50000,30%,30%
case_907,50,1986342,70745,30%,30%
case_908,51,1986583,100394,30%,30%
case_909,50,1978810,148018,30%,30%
case_910,49,2005077,195361,30%,30%
case_911,53,209120,50835,0%,0%
case_912,48,216966,70995,0%,0%
case_913,54,216452,102799,0%,0%
case_914,48,223110,150169,0%,0%
case_915,52,217024,201117,0%,0%
case_916,52,417117,50000,0%,5%
case_917,53,380234,72715,0%,5%
case_918,52,406156,101821,0%,5%
case_919,54,376468,148569,0%,5%
case_920,53,380585,198424,0%,5%
case_921,54,618691,50000,5%,5%
case_922,50,579907,79952,0%,5%
case_923,51,585969,97729,0%,5%
case_924,54,581688,154963,0%,5%
case_925,49,597296,204192,0%,5%
case_926,54,783049,54166,5%,10%
case_927,49,797984,70902,5%,10%
case_928,52,805777,100303,5%,10%
case_929,52,823403,150881,5%,10%
case_930,50,807188,202831,5%,10%
case_931,50,1024928,50000,20%,10%
case_932,53,1010277,72158,20%,10%
case_933,51,982177,96479,20%,10%
case_934,48,988023,145853,20%,10%
case_935,51,980663,197972,20%,10%
case_936,49,1505387,51240,30%,20%
case_937,50,1524931,71250,30%,20%
case_938,54,1506530,103137,30%,20%
case_939,52,1513769,151004,30%,20%
case_940,51,1523448,201127,30%,20%
case_941,53,2008947,51658,30%,30%
case_942,52,1981893,72140,30%,30%
case_943,48,1995976,100427,30%,30%
case_944,52,1990460,151505,30%,30%
case_945,51,2014371,195244,30%,30%
case_946,49,205591,50000,0%,0%
case_947,49,213038,75353,0%,0%
case_948,55,189605,98998,0%,0%
case_949,53,184420,149294,0%,0%
case_950,55,177334,204266,0%,0%
case_951,53,413696,50000,0%,5%
case_952,51,382924,76084,0%,5%
case_953,55,407886,98957,0%,5%
case_954,50,392165,152464,0%,5%
case_955,54,412600,199155,0%,5%
case_956,54,603509,50000,5%,5%
case_957,49,607541,74311,5%,5%
case_958,51,590724,98487,0%,5%
case_959,55,611526,154834,0%,5%
case_960,50,623295,199925,0%,5%
case_961,52,776151,54067,5%,10%
case_962,55,794856,75691,5%,10%
case_963,53,799169,99099,5%,10%
case_964,54,807947,151485,5%,10%
case_965,52,808167,195185,5%,10%
case_966,52,978012,52378,20%,10%
case_967,53,979610,73322,20%,10%
case_968,55,992358,99250,20%,10%
case_969,53,987516,152634,20%,10%
case_970,52,1018153,196567,20%,10%
case_971,50,1481324,50000,30%,20%
case_972,54,1522304,71310,30%,20%
case_973,52,1523572,102216,30%,20%
case_974,52,1497213,148760,30%,20%
case_975,50,1519457,204674,30%,20%
case_976,50,2006238,50000,30%,30%
case_977,55,2009719,78012,30%,30%
case_978,50,1982702,95604,30%,30%
case_979,52,2019345,148171,30%,30%
case_980,54,1995397,196599,30%,30%
case_981,55,207518,50000,0%,0%
case_982,56,218645,74096,0%,0%
case_983,54,195907,95092,0%,0%
case_984,56,194680,149478,0%,0%
case_985,52,197057,199369,0%,0%
case_986,52,396312,51360,0%,5%
case_987,52,404609,71831,0%,5%
case_988,52,408038,97526,0%,5%
case_989,55,399220,145954,0%,5%
case_990,55,412727,195392,0%,5%
case_991,56,592555,50000,5%,5%
case_992,56,588981,78994,5%,5%
case_993,53,621803,103551,5%,5%
case_994,55,624242,152363,0%,5%
case_995,54,608143,201526,0%,5%
case_996,51,808414,50000,20%,10%
case_997,52,801629,76220,5%,10%
case_998,55,817863,97406,5%,10%
case_999,54,792483,151567,5%,10%
case_1000,53,784800,203624,5%,10%
case_1001,50,976979,53201,20%,10%
case_1002,53,976331,79273,20%,10%
case_1003,52,991759,99870,20%,10%
case_1004,54,996055,154374,20%,10%
case_1005,56,1020485,200269,20%,10%
case_1006,56,1483674,50000,30%,20%
case_1007,50,1477467,75004,30%,20%
case_1008,50,1491671,97297,30%,20%
case_1009,51,1518111,148557,30%,20%
case_1010,50,1478160,196747,30%,20%
case_1011,56,1975802,50000,30%,30%
case_1012,54,2006450,77844,30%,30%
case_1013,54,2008514,95733,30%,30%
case_1014,54,2002365,151364,30%,30%
case_1015,54,1997934,202666,30%,30%
case_1016,54,201276,54493,0%,0%
case_1017,55,211802,70011,0%,0%
case_1018,56,209846,103654,0%,0%
case_1019,56,221388,153465,0%,0%
case_1020,51,200237,199248,0%,0%
case_1021,56,417840,51501,0%,5%
case_1022,54,423547,75744,0%,5%
case_1023,53,422438,98328,0%,5%
case_1024,53,401073,149290,0%,5%
case_1025,55,421164,202750,0%,5%
case_1026,55,603754,50591,5%,5%
case_1027,54,610585,76164,5%,5%
case_1028,54,611318,101873,5%,5%
case_1029,56,578318,149910,0%,5%
case_1030,55,616548,204883,0%,5%
case_1031,56,805919,50000,20%,10%
case_1032,54,779232,75541,5%,10%
case_1033,57,782896,104773,5%,10%
case_1034,57,823237,145756,5%,10%
case_1035,54,797383,196654,5%,10%
case_1036,56,999621,50000,20%,10%
case_1037,52,1014293,72923,20%,10%
case_1038,55,1021565,100898,20%,10%
case_1039,56,1004307,153335,20%,10%
case_1040,54,975134,197992,20%,10%
case_1041,55,1507804,51436,30%,20%
case_1042,55,1487297,78317,30%,20%
case_1043,51,1506835,101510,30%,20%
case_1044,54,1522566,145614,30%,20%
case_1045,55,1517767,200901,30%,20%
case_1046,55,2019354,54125,30%,30%
case_1047,56,2000013,76640,30%,30%
case_1048,51,2017760,95703,30%,30%
case_1049,51,2002628,150612,30%,30%
case_1050,55,1975987,197896,30%,30%
case_1051,54,180172,50000,0%,0%
case_1052,52,185615,73972,0%,0%
case_1053,53,191902,104893,0%,0%
case_1054,55,181289,151816,0%,0%
case_1055,56,220004,196686,0%,0%
case_1056,55,423117,50000,0%,5%
case_1057,56,417404,77014,0%,5%
case_1058,52,416754,104128,0%,5%
case_1059,54,413535,152045,0%,5%
case_1060,52,407411,202256,0%,5%
case_1061,55,586415,53054,5%,5%
case_1062,55,597630,75789,5%,5%
case_1063,57,587056,102642,0%,5%
case_1064,57,577045,151180,0%,5%
case_1065,57,611584,197872,0%,5%
case_1066,58,811627,50000,20%,10%
case_1067,56,789831,75261,5%,10%
case_1068,53,822028,95016,5%,10%
case_1069,54,808740,154085,5%,10%
case_1070,52,781101,199156,5%,10%
case_1071,58,979320,50239,20%,10%
case_1072,57,985103,75209,20%,10%
case_1073,53,987320,104565,20%,10%
case_1074,57,1021666,149742,20%,10%
case_1075,57,1008564,197076,20%,10%
case_1076,54,1498439,50000,30%,20%
case_1077,52,1491706,78016,30%,20%
case_1078,57,1522713,99964,30%,20%
case_1079,54,1499974,148305,30%,20%
case_1080,57,1521098,199933,30%,20%
case_1081,55,1986308,50000,30%,30%
case_1082,54,1998127,76138,30%,30%
case_1083,58,2017264,96735,30%,30%
case_1084,52,2018693,147863,30%,30%
case_1085,54,2011566,203153,30%,30%
case_1086,56,212473,50000,0%,0%
case_1087,54,191816,78327,0%,0%
case_1088,58,176623,104211,0%,0%
case_1089,58,194623,153872,0%,0%
case_1090,53,185724,203070,0%,0%
case_1091,53,408138,52775,0%,5%
case_1092,55,375342,70886,0%,5%
case_1093,57,383267,98980,0%,5%
case_1094,53,391277,147494,0%,5%
case_1095,55,393506,199098,0%,5%
case_1096,55,603843,51071,5%,5%
case_1097,58,598601,73560,5%,5%
case_1098,57,593530,98290,0%,5%
case_1099,57,583482,145360,0%,5%
case_1100,53,616587,204999,0%,5%
case_1101,57,804277,54858,5%,10%
case_1102,58,791864,79555,5%,10%
case_1103,59,783449,102536,5%,10%
case_1104,57,816823,154561,5%,10%
case_1105,53,787921,202025,5%,10%
case_1106,55,999984,50000,20%,10%
case_1107,55,1011714,71457,20%,10%
case_1108,55,1021987,99599,20%,10%
case_1109,54,978050,146072,20%,10%
case_1110,56,1017209,203968,20%,10%
case_1111,59,1496301,50000,30%,20%
case_1112,55,1500970,76429,30%,20%
case_1113,57,1521810,100196,30%,20%
case_1114,56,1514714,147822,30%,20%
case_1115,59,1498635,195283,30%,20%
case_1116,54,1981865,50000,30%,30%
case_1117,58,2019849,70514,30%,30%
case_1118,54,2021821,97800,30%,30%
case_1119,56,1982956,151763,30%,30%
case_1120,57,2013759,201759,30%,30%
case_1121,56,201497,54723,0%,0%
case_1122,59,199901,70650,0%,0%
case_1123,60,214738,97173,0%,0%
case_1124,59,219750,146245,0%,0%
case_1125,56,191895,202437,0%,0%
case_1126,55,409196,50000,0%,5%
case_1127,59,380497,75610,0%,5%
case_1128,56,379981,102526,0%,5%
case_1129,54,407026,150449,0%,5%
case_1130,60,389149,200531,0%,5%
case_1131,54,589683,50000,5%,5%
case_1132,59,602944,77488,5%,5%
case_1133,55,612105,104847,5%,5%
case_1134,59,619085,146756,0%,5%
case_1135,54,586762,196802,0%,5%
case_1136,58,819750,50108,20%,10%
case_1137,55,789463,75246,5%,10%
case_1138,59,782579,104911,5%,10%
case_1139,57,776781,146669,5%,10%
case_1140,57,776731,197290,5%,10%
case_1141,55,982494,54768,20%,10%
case_1142,55,1007449,73199,20%,10%
case_1143,59,1009143,98728,20%,10%
case_1144,60,990446,154969,20%,10%
case_1145,55,976762,203168,20%,10%
case_1146,55,1511604,50000,30%,20%
case_1147,55,1513400,75037,30%,20%
case_1148,56,1508632,103238,30%,20%
case_1149,56,1504566,153004,30%,20%
case_1150,54,1508505,196966,30%,20%
case_1151,54,1996952,50796,30%,30%
case_1152,58,1996191,71275,30%,30%
case_1153,56,2010704,96457,30%,30%
case_1154,59,1999792,148539,30%,30%
case_1155,54,1995143,201219,30%,30%
case_1156,61,214116,50735,0%,0%
case_1157,58,177538,79289,0%,0%
case_1158,56,176732,99836,0%,0%
case_1159,55,197310,148419,0%,0%
case_1160,59,209521,195530,0%,0%
case_1161,58,393321,53757,0%,5%
case_1162,58,411680,79550,0%,5%
case_1163,56,412240,103924,0%,5%
case_1164,57,409632,150612,0%,5%
case_1165,60,395864,204905,0%,5%
case_1166,60,579335,50000,0%,5%
case_1167,61,610854,76373,0%,5%
case_1168,59,590221,99709,0%,5%
case_1169,59,577672,150276,0%,5%
case_1170,55,621014,197295,0%,5%
case_1171,61,821006,54006,5%,10%
case_1172,55,787389,77339,5%,10%
case_1173,58,808255,97224,5%,10%
case_1174,57,793803,145387,5%,10%
case_1175,56,815308,198308,5%,10%
case_1176,55,984645,52153,20%,10%
case_1177,60,981322,79015,20%,10%
case_1178,59,986363,104871,20%,10%
case_1179,60,996711,154419,20%,10%
case_1180,61,982693,200150,5%,10%
case_1181,61,1513777,50000,30%,20%
case_1182,58,1520166,74379,30%,20%
case_1183,60,1493937,101440,30%,20%
case_1184,57,1481436,151409,30%,20%
case_1185,56,1476223,195514,30%,20%
case_1186,60,1982971,54634,30%,30%
case_1187,59,1989528,76738,30%,30%
case_1188,55,2008949,104793,30%,30%
case_1189,55,2002004,147237,30%,30%
case_1190,59,1982037,200290,30%,30%
case_1191,57,197996,50000,0%,0%
case_1192,57,213742,73796,0%,0%
case_1193,56,186655,102254,0%,0%
case_1194,58,197892,147425,0%,0%
case_1195,61,211469,200418,0%,0%
case_1196,58,419124,53386,0%,5%
case_1197,61,411438,72043,0%,5%
case_1198,60,390344,102605,0%,5%
case_1199,58,412364,147511,0%,5%
case_1200,57,400809,204098,0%,5%
case_1201,58,578466,50000,5%,5%
case_1202,60,603880,75068,0%,5%
case_1203,61,577155,96963,0%,5%
case_1204,58,575883,153138,0%,5%
case_1205,61,595665,204090,0%,5%
case_1206,56,821840,50598,20%,10%
case_1207,56,785963,76620,5%,10%
case_1208,61,809544,98586,5%,10%
case_1209,57,790583,149327,5%,10%
case_1210,56,824811,195231,5%,10%
case_1211,62,998224,52728,20%,10%
case_1212,60,975569,76246,20%,10%
case_1213,56,983802,101994,20%,10%
case_1214,62,997327,152836,20%,10%
case_1215,57,1012726,198584,20%,10%
case_1216,62,1507997,54304,30%,20%
case_1217,59,1520553,76080,30%,20%
case_1218,62,1504160,98402,30%,20%
case_1219,60,1512818,152778,30%,20%
case_1220,57,1483616,197631,30%,20%
case_1221,56,1991444,50000,30%,30%
case_1222,57,1989933,77302,30%,30%
case_1223,57,1977816,100730,30%,30%
case_1224,57,1998584,148258,30%,30%
case_1225,58,2012014,199243,30%,30%
case_1226,58,176413,54566,0%,0%
case_1227,62,188608,77354,0%,0%
case_1228,62,187551,101141,0%,0%
case_1229,59,224177,152764,0%,0%
case_1230,60,203077,196068,0%,0%
case_1231,61,407060,50000,0%,5%
case_1232,60,393624,76938,0%,5%
case_1233,58,403069,103929,0%,5%
case_1234,62,407072,154623,0%,5%
case_1235,61,379709,200187,0%,5%
case_1236,57,579456,53571,5%,5%
case_1237,57,603858,72269,5%,5%
case_1238,61,616970,100968,0%,5%
case_1239,60,587302,152253,0%,5%
case_1240,61,606438,203519,0%,5%
case_1241,58,812346,54428,20%,10%
case_1242,59,784915,70558,5%,10%
case_1243,63,819287,96210,5%,10%
case_1244,59,819272,153974,5%,10%
case_1245,60,819855,198552,5%,10%
case_1246,58,1016930,53258,20%,10%
case_1247,63,981786,73131,20%,10%
case_1248,62,1009732,102629,20%,10%
case_1249,58,1000459,154649,20%,10%
case_1250,59,1007550,200989,20%,10%
case_1251,62,1522216,53662,30%,20%
case_1252,60,1485233,70618,30%,20%
case_1253,60,1498654,97450,30%,20%
case_1254,61,1524385,152230,30%,20%
case_1255,60,1501105,196709,30%,20%
case_1256,61,1982029,50000,30%,30%
case_1257,63,1982845,71098,30%,30%
case_1258,61,2008447,104610,30%,30%
case_1259,60,1991745,153841,30%,30%
case_1260,61,1988043,201160,30%,30%
case_1261,62,211714,50389,0%,0%
case_1262,61,198158,76779,0%,0%
case_1263,59,222654,102084,0%,0%
case_1264,59,212698,148460,0%,0%
case_1265,59,183665,199843,0%,0%
case_1266,58,395746,50000,0%,5%
case_1267,63,410696,70584,0%,5%
case_1268,60,424168,102699,0%,5%
case_1269,63,407429,146657,0%,5%
case_1270,60,421611,202944,0%,5%
case_1271,62,578894,50000,0%,5%
case_1272,62,621708,71132,5%,5%
case_1273,63,607756,103736,0%,5%
case_1274,60,590819,152370,0%,5%
case_1275,62,606263,199233,0%,5%
case_1276,60,783975,50000,5%,10%
case_1277,64,799472,78628,5%,10%
case_1278,61,792047,104609,5%,10%
case_1279,62,780025,147396,5%,10%
case_1280,64,789677,203259,5%,10%
case_1281,61,999203,50000,20%,10%
case_1282,64,987007,75697,20%,10%
case_1283,63,1011701,103049,20%,10%
case_1284,62,998487,149496,20%,10%
case_1285,60,994444,199708,5%,10%
case_1286,64,1489326,50000,30%,20%
case_1287,63,1517359,71546,30%,20%
case_1288,59,1506961,100743,30%,20%
case_1289,59,1493888,148489,30%,20%
case_1290,60,1493482,202943,20%,20%
case_1291,58,1979917,50000,30%,30%
case_1292,64,2021134,76981,30%,30%
case_1293,60,2006964,99709,30%,30%
case_1294,58,2021412,148263,30%,30%
case_1295,58,1992706,200303,30%,30%
case_1296,63,197754,52486,0%,0%
case_1297,62,208704,77773,0%,0%
case_1298,63,206283,104798,0%,0%
case_1299,60,182974,154916,0%,0%
case_1300,64,215857,196440,0%,0%
case_1301,60,388223,50000,0%,5%
case_1302,63,399833,78398,0%,5%
case_1303,59,389653,103093,0%,5%
case_1304,63,380188,150671,0%,5%
case_1305,59,395069,196016,0%,5%
case_1306,60,601440,51869,0%,5%
case_1307,63,595937,76309,0%,5%
case_1308,62,579486,102967,0%,5%
case_1309,62,587104,149473,0%,5%
case_1310,59,598757,200732,0%,5%
case_1311,60,791341,53578,5%,10%
case_1312,65,810407,71221,5%,10%
case_1313,60,788269,102039,5%,10%
case_1314,64,803798,151853,5%,10%
case_1315,60,786564,201358,5%,10%
case_1316,65,996071,50000,20%,10%
case_1317,63,1011372,79268,20%,10%
case_1318,62,1018424,101892,20%,10%
case_1319,64,1005197,151090,20%,10%
case_1320,60,1014370,201598,20%,10%
case_1321,59,1519333,53414,30%,20%
case_1322,60,1489259,70272,30%,20%
case_1323,63,1479318,97313,30%,20%
case_1324,62,1516841,154305,30%,20%
case_1325,64,1504527,201177,30%,20%
case_1326,60,2009006,51357,30%,30%
case_1327,62,1988561,79215,30%,30%
case_1328,65,2004366,100756,30%,30%
case_1329,60,1985161,147358,30%,30%
case_1330,60,1999117,201099,30%,30%
case_1331,64,214773,50000,0%,0%
case_1332,60,175835,76690,0%,0%
case_1333,63,188825,101360,0%,0%
case_1334,64,183407,145068,0%,0%
case_1335,64,182989,204260,0%,0%
case_1336,62,388301,50051,0%,5%
case_1337,60,416529,70389,0%,5%
case_1338,60,393975,96622,0%,5%
case_1339,61,376571,146789,0%,5%
case_1340,61,407451,198584,0%,5%
case_1341,64,618125,52511,5%,5%
case_1342,63,606259,76675,0%,5%
case_1343,66,624874,104052,0%,5%
case_1344,64,585717,147009,0%,5%
case_1345,60,621869,201302,0%,5%
case_1346,66,803182,53712,5%,10%
case_1347,62,816912,74576,5%,10%
case_1348,62,791979,104650,5%,10%
case_1349,60,812103,151272,5%,10%
case_1350,66,809182,203560,5%,10%
case_1351,66,995700,53699,20%,10%
case_1352,64,986579,76175,20%,10%
case_1353,63,986345,96595,20%,10%
case_1354,63,981814,146139,20%,10%
case_1355,63,1015453,204728,20%,10%
case_1356,60,1475823,53661,30%,20%
case_1357,66,1499029,79263,30%,20%
case_1358,60,1484205,102022,30%,20%
case_1359,65,1507020,154944,30%,20%
case_1360,63,1478578,198859,20%,20%
case_1361,60,1992145,53643,30%,30%
case_1362,64,1984261,78777,30%,30%
case_1363,60,2006650,103447,30%,30%
case_1364,62,1997194,145984,30%,30%
case_1365,62,2012193,204783,30%,30%
case_1366,67,222765,50000,0%,0%
case_1367,61,214533,71071,0%,0%
case_1368,64,206544,104042,0%,0%
case_1369,61,191556,147718,0%,0%
case_1370,62,190590,195921,0%,0%
case_1371,66,398047,50000,0%,5%
case_1372,64,411321,75439,0%,5%
case_1373,61,381375,99211,0%,5%
case_1374,64,381104,149274,0%,5%
case_1375,64,391213,197567,0%,5%
case_1376,61,581736,50000,0%,5%
case_1377,62,595196,71136,0%,5%
case_1378,66,602941,102549,0%,5%
case_1379,67,577512,152145,0%,5%
case_1380,67,614607,197326,0%,5%
case_1381,65,819818,50000,5%,10%
case_1382,63,813828,71142,5%,10%
case_1383,61,780307,103585,5%,10%
case_1384,67,805507,151022,5%,10%
case_1385,66,787957,198940,5%,10%
case_1386,62,1003338,53649,20%,10%
case_1387,66,979349,74158,20%,10%
case_1388,64,1010426,99966,20%,10%
case_1389,67,1013193,148849,20%,10%
case_1390,62,1024534,204577,20%,10%
case_1391,64,1517028,52099,30%,20%
case_1392,62,1512574,72155,30%,20%
case_1393,64,1480469,101667,30%,20%
case_1394,61,1488417,148484,30%,20%
case_1395,63,1489924,198767,20%,20%
case_1396,65,2017581,50914,30%,30%
case_1397,66,2002881,72667,30%,30%
case_1398,66,1980330,96530,30%,30%
case_1399,65,2002736,153230,30%,30%
case_1400,63,2005882,197673,30%,30%
case_1401,65,207501,50000,0%,0%
case_1402,62,210776,78822,0%,0%
case_1403,63,181039,102594,0%,0%
case_1404,63,187447,148146,0%,0%
case_1405,68,177357,203119,0%,0%
case_1406,63,391932,50000,0%,5%
case_1407,67,421698,78965,0%,5%
case_1408,63,384348,101386,0%,5%
case_1409,63,408182,151620,0%,5%
case_1410,68,400897,204863,0%,5%
case_1411,62,580587,53430,0%,5%
case_1412,66,576268,73843,0%,5%
case_1413,66,600969,98571,0%,5%
case_1414,66,576412,148934,0%,5%
case_1415,64,613180,195652,0%,5%
case_1416,64,823858,50000,5%,10%
case_1417,67,799308,72163,5%,10%
case_1418,68,775001,101967,5%,10%
case_1419,68,789031,148146,5%,10%
case_1420,64,796175,198498,5%,10%
case_1421,65,1005595,50000,20%,10%
case_1422,63,1009195,70280,20%,10%
case_1423,66,976606,100220,20%,10%
case_1424,65,975865,146129,20%,10%
case_1425,62,1012908,204647,20%,10%
case_1426,66,1506982,54825,30%,20%
case_1427,68,1500379,78538,30%,20%
case_1428,64,1521505,99995,30%,20%
case_1429,66,1482084,145898,30%,20%
case_1430,66,1478856,195443,20%,20%
case_1431,64,1989927,52142,30%,30%
case_1432,63,2008261,78911,30%,30%
case_1433,65,1995014,95755,30%,30%
case_1434,64,1984076,149142,30%,30%
case_1435,67,2005742,195680,30%,30%
case_1436,63,214292,50372,0%,0%
case_1437,65,186993,73536,0%,0%
case_1438,69,179227,98612,0%,0%
case_1439,65,212393,146432,0%,0%
case_1440,67,188797,201531,0%,0%
case_1441,69,376550,50000,0%,5%
case_1442,63,388207,75355,0%,5%
case_1443,64,410542,102135,0%,5%
case_1444,66,400727,152355,0%,5%
case_1445,68,416375,202162,0%,5%
case_1446,66,596645,50000,0%,5%
case_1447,69,588652,73915,0%,5%
case_1448,63,606469,103833,0%,5%
case_1449,67,588939,152082,0%,5%
case_1450,64,582294,195917,0%,5%
case_1451,67,803286,51801,5%,10%
case_1452,63,797918,73177,5%,10%
case_1453,64,818232,103625,5%,10%
case_1454,64,811729,150239,5%,10%
case_1455,65,791100,204732,5%,10%
case_1456,67,992227,50832,20%,10%
case_1457,67,985607,75265,20%,10%
case_1458,63,1016846,101470,20%,10%
case_1459,65,1015165,146030,20%,10%
case_1460,67,1014404,199708,20%,10%
case_1461,66,1505664,52031,30%,20%
case_1462,69,1477586,73261,30%,20%
case_1463,65,1485595,96577,30%,20%
case_1464,65,1508656,148407,30%,20%
case_1465,66,1504948,201802,30%,20%
case_1466,64,1979139,50000,30%,30%
case_1467,64,1982124,75737,30%,30%
case_1468,66,2017064,100736,30%,30%
case_1469,64,2023423,151578,30%,30%
case_1470,63,1984469,204198,30%,30%
case_1471,64,194707,51127,0%,0%
case_1472,64,195582,75037,0%,0%
case_1473,67,175415,97000,0%,0%
case_1474,67,212427,146316,0%,0%
case_1475,67,204410,199549,0%,0%
case_1476,67,377509,50000,0%,5%
case_1477,70,424289,71342,0%,5%
case_1478,65,402847,97728,0%,5%
case_1479,65,378037,147160,0%,5%
case_1480,66,396806,199476,0%,5%
case_1481,68,621626,50000,5%,5%
case_1482,69,581264,70681,0%,5%
case_1483,68,601684,96277,0%,5%
case_1484,66,601112,147072,0%,5%
case_1485,66,615447,200293,0%,5%
case_1486,66,792194,53620,5%,10%
case_1487,64,802201,70825,5%,10%
case_1488,68,801249,100067,5%,10%
case_1489,64,817138,148398,5%,10%
case_1490,67,821648,195611,5%,10%
case_1491,70,977514,50000,20%,10%
case_1492,69,1001199,76771,20%,10%
case_1493,69,1020498,99497,20%,10%
case_1494,64,1023278,153756,20%,10%
